Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
South Korea,1982,20.31,5.0,8.28,7.15,19.181,14.82,8.89,11.85,11.85,11.85,3.896,0.959,1.588,1.371,2.843,1.705,2.273,2.273,2.273
South Korea,1983,20.31,5.0,8.28,7.12,21.509,14.82,8.89,11.86,11.86,11.86,4.368,1.075,1.781,1.531,3.188,1.912,2.551,2.551,2.551
South Korea,1984,20.31,5.0,8.28,7.96,23.94,14.61,8.77,11.69,11.69,11.69,4.862,1.197,1.982,1.906,3.498,2.1,2.799,2.799,2.799
South Korea,1985,20.31,5.0,8.28,8.11,24.903,14.58,8.75,11.66,11.66,11.66,5.058,1.245,2.062,2.02,3.631,2.179,2.904,2.904,2.904
South Korea,1986,20.31,5.0,8.28,8.32,28.792,14.52,8.71,11.62,11.62,11.62,5.848,1.44,2.384,2.395,4.181,2.508,3.346,3.346,3.346
South Korea,1987,20.31,5.0,8.28,7.36,36.538,14.76,8.86,11.81,11.81,11.81,7.421,1.827,3.025,2.689,5.393,3.237,4.315,4.315,4.315
South Korea,1988,20.31,5.0,8.28,6.49,49.315,14.98,8.99,11.98,11.98,11.98,10.016,2.466,4.083,3.201,7.387,4.433,5.908,5.908,5.908
South Korea,1989,20.31,5.0,8.28,3.75,61.017,15.67,9.4,12.53,12.53,12.53,12.392,3.051,5.052,2.288,9.561,5.736,7.645,7.645,7.645
South Korea,1990,20.31,5.0,8.28,4.75,70.095,15.42,9.25,12.33,12.33,12.33,14.236,3.505,5.804,3.33,10.809,6.484,8.643,8.643,8.643
South Korea,1991,20.31,5.0,8.28,3.9,81.804,15.63,9.38,12.5,12.5,12.5,16.614,4.09,6.773,3.19,12.786,7.673,10.226,10.226,10.226
South Korea,1992,20.31,5.0,8.28,4.01,88.061,15.6,9.36,12.48,12.48,12.48,17.885,4.403,7.291,3.531,13.738,8.243,10.99,10.99,10.99
South Korea,1993,20.31,5.0,8.28,2.91,97.369,15.88,9.53,12.7,12.7,12.7,19.776,4.868,8.062,2.833,15.462,9.279,12.366,12.366,12.366
South Korea,1994,20.31,5.0,8.28,3.73,115.004,15.67,9.4,12.54,12.54,12.54,23.357,5.75,9.522,4.29,18.021,10.81,14.421,14.421,14.421
South Korea,1995,20.31,5.0,8.28,3.41,140.709,15.75,9.45,12.6,12.6,12.6,28.578,7.035,11.651,4.798,22.162,13.297,17.729,17.729,17.729
South Korea,1996,18.51,5.0,8.28,3.02,151.487,16.3,9.78,13.04,13.04,13.04,28.04,7.574,12.543,4.575,24.692,14.815,19.754,19.754,19.754
South Korea,1997,18.16,5.0,8.28,3.19,141.409,16.34,9.8,13.07,13.07,13.07,25.68,7.07,11.709,4.511,23.106,13.858,18.482,18.482,18.482
South Korea,1998,16.42,5.0,8.28,4.14,95.351,16.54,9.92,13.23,13.23,13.23,15.657,4.768,7.895,3.948,15.771,9.459,12.615,12.615,12.615
South Korea,1999,14.53,5.0,8.28,6.7,123.767,16.37,9.82,13.1,13.1,13.1,17.983,6.188,10.248,8.292,20.261,12.154,16.214,16.214,16.214
South Korea,2000,14.42,5.0,8.28,6.87,143.397,16.36,9.82,13.09,13.09,13.09,20.678,7.17,11.873,9.851,23.46,14.082,18.771,18.771,18.771
South Korea,2001,13.46,5.0,9.3,6.23,136.216,16.5,9.9,13.2,13.2,13.2,18.335,6.811,12.668,8.486,22.476,13.485,17.98,17.98,17.98
South Korea,2002,13.66,5.0,8.93,5.65,156.003,16.69,10.01,13.35,13.35,13.35,21.31,7.8,13.931,8.814,26.037,15.616,20.826,20.826,20.826
South Korea,2003,12.17,5.0,7.49,4.55,174.844,17.7,10.62,14.16,14.16,14.16,21.279,8.742,13.096,7.955,30.947,18.568,24.758,24.758,24.758
South Korea,2004,11.71,5.0,8.3,5.58,197.58,17.35,10.41,13.88,13.88,13.88,23.137,9.879,16.399,11.025,34.28,20.568,27.424,27.424,27.424
South Korea,2005,12.56,5.0,8.88,5.92,233.218,16.91,10.15,13.53,13.53,13.53,29.292,11.661,20.71,13.806,39.437,23.672,31.554,31.554,31.554
South Korea,2006,12.28,5.0,9.6,6.51,262.842,16.65,9.99,13.32,13.32,13.32,32.277,13.142,25.233,17.111,43.763,26.258,35.011,35.011,35.011
South Korea,2007,12.07,5.0,10.12,6.85,293.019,16.49,9.89,13.19,13.19,13.19,35.367,14.651,29.654,20.072,48.319,28.98,38.649,38.649,38.649
South Korea,2008,12.5,5.0,9.8,6.79,261.979,16.48,9.89,13.18,13.18,13.18,32.747,13.099,25.674,17.788,43.174,25.91,34.529,34.529,34.529
South Korea,2009,12.79,5.0,10.09,4.95,235.936,16.79,10.07,13.43,13.43,13.43,30.176,11.797,23.806,11.679,39.614,23.759,31.686,31.686,31.686
South Korea,2010,13.22,5.0,11.29,5.74,286.279,16.19,9.71,12.95,12.95,12.95,37.846,14.314,32.321,16.432,46.349,27.798,37.073,37.073,37.073
South Korea,2011,12.97,5.0,11.05,5.78,313.705,16.3,9.78,13.04,13.04,13.04,40.688,15.685,34.664,18.132,51.134,30.68,40.907,40.907,40.907
South Korea,2012,12.71,5.0,10.98,5.68,320.482,16.41,9.84,13.13,13.13,13.13,40.733,16.024,35.189,18.203,52.591,31.535,42.079,42.079,42.079
South Korea,2013,12.57,5.0,11.53,5.63,344.321,16.32,9.79,13.05,13.05,13.05,43.281,17.216,39.7,19.385,56.193,33.709,44.934,44.934,44.934
South Korea,2014,12.8,5.0,11.74,5.67,373.501,16.2,9.72,12.96,12.96,12.96,47.808,18.675,43.849,21.177,60.507,36.304,48.406,48.406,48.406
South Korea,2015,12.64,5.0,12.12,5.33,369.411,16.23,9.74,12.98,12.98,12.98,46.694,18.471,44.773,19.69,59.955,35.981,47.95,47.95,47.95
South Korea,2016,12.62,5.0,12.7,4.8,378.996,16.22,9.73,12.98,12.98,12.98,47.829,18.95,48.133,18.192,61.473,36.876,49.194,49.194,49.194
South Korea,2017,12.33,5.0,13.17,4.41,410.447,16.27,9.76,13.02,13.02,13.02,50.608,20.522,54.056,18.101,66.78,40.06,53.44,53.44,53.44
South Korea,2018,12.25,5.0,13.71,4.06,437.82,16.24,9.75,12.99,12.99,12.99,53.633,21.891,60.025,17.776,71.102,42.687,56.873,56.873,56.873
South Korea,2019,11.85,5.0,13.89,3.76,420.251,16.38,9.83,13.1,13.1,13.1,49.8,21.013,58.373,15.801,68.837,41.311,55.053,55.053,55.053
South Korea,2020,11.17,5.0,13.01,3.66,418.577,16.79,10.07,13.43,13.43,13.43,46.755,20.929,54.457,15.32,70.279,42.151,56.215,56.215,56.215
South Korea,2021,10.87,5.0,14.35,3.3,466.155,16.62,9.97,13.3,13.3,13.3,50.671,23.308,66.893,15.383,77.475,46.476,61.999,61.999,61.999
South Korea,2022,9.66,5.0,14.92,3.46,431.847,16.74,10.04,13.39,13.39,13.39,41.716,21.592,64.432,14.942,72.291,43.357,57.824,57.824,57.824
South Korea,2023,11.23,5.0,15.62,4.43,442.752,15.93,9.56,12.75,12.75,12.75,49.721,22.138,69.158,19.614,70.53,42.327,56.451,56.451,56.451
South Korea,2024,11.32,5.0,15.5,4.43,450.093,15.94,9.56,12.75,12.75,12.75,50.951,22.505,69.764,19.939,71.745,43.029,57.387,57.387,57.387
South Korea,2025,11.32,5.0,15.5,4.43,449.37,15.94,9.56,12.75,12.75,12.75,50.869,22.468,69.652,19.907,71.63,42.96,57.295,57.295,57.295
South Korea,2026,11.32,5.0,15.5,4.43,465.098,15.94,9.56,12.75,12.75,12.75,52.649,23.255,72.09,20.604,74.137,44.463,59.3,59.3,59.3
Spain,1946,15.0,8.84,12.41,5.0,2.824,8.81,5.87,11.75,20.56,11.75,0.424,0.25,0.35,0.141,0.249,0.166,0.332,0.581,0.332
Spain,1947,15.0,8.84,12.41,5.0,2.965,8.81,5.87,11.75,20.56,11.75,0.445,0.262,0.368,0.148,0.261,0.174,0.348,0.61,0.348
Spain,1948,15.0,8.84,12.41,5.0,3.113,8.81,5.87,11.75,20.56,11.75,0.467,0.275,0.386,0.156,0.274,0.183,0.366,0.64,0.366
Spain,1949,15.0,8.84,12.41,5.0,3.269,8.81,5.87,11.75,20.56,11.75,0.49,0.289,0.406,0.163,0.288,0.192,0.384,0.672,0.384
Spain,1950,15.0,8.84,12.41,5.0,3.432,8.81,5.87,11.75,20.56,11.75,0.515,0.303,0.426,0.172,0.302,0.201,0.403,0.706,0.403
Spain,1951,15.0,8.84,12.41,5.0,3.604,8.81,5.87,11.75,20.56,11.75,0.541,0.319,0.447,0.18,0.318,0.212,0.423,0.741,0.423
Spain,1952,15.0,8.84,12.41,5.0,3.784,8.81,5.87,11.75,20.56,11.75,0.568,0.335,0.47,0.189,0.333,0.222,0.445,0.778,0.445
Spain,1953,15.0,8.84,12.41,5.0,3.973,8.81,5.87,11.75,20.56,11.75,0.596,0.351,0.493,0.199,0.35,0.233,0.467,0.817,0.467
Spain,1954,15.0,8.84,12.41,5.0,4.172,8.81,5.87,11.75,20.56,11.75,0.626,0.369,0.518,0.209,0.368,0.245,0.49,0.858,0.49
Spain,1955,15.0,8.84,12.41,5.0,4.381,8.81,5.87,11.75,20.56,11.75,0.657,0.387,0.544,0.219,0.386,0.257,0.515,0.901,0.515
Spain,1956,15.0,8.84,12.41,5.0,4.6,8.81,5.87,11.75,20.56,11.75,0.69,0.407,0.571,0.23,0.405,0.27,0.54,0.946,0.54
Spain,1957,15.0,8.84,12.41,5.0,4.83,8.81,5.87,11.75,20.56,11.75,0.724,0.427,0.599,0.241,0.426,0.284,0.567,0.993,0.567
Spain,1958,15.0,8.84,12.41,5.0,5.071,8.81,5.87,11.75,20.56,11.75,0.761,0.448,0.629,0.254,0.447,0.298,0.596,1.043,0.596
Spain,1959,15.0,8.84,12.41,5.0,5.325,8.81,5.87,11.75,20.56,11.75,0.799,0.471,0.661,0.266,0.469,0.313,0.626,1.095,0.626
Spain,1960,15.0,8.84,12.41,5.0,5.591,8.81,5.87,11.75,20.56,11.75,0.839,0.494,0.694,0.28,0.493,0.328,0.657,1.15,0.657
Spain,1961,15.0,8.84,12.41,5.0,6.407,8.81,5.87,11.75,20.56,11.75,0.961,0.566,0.795,0.32,0.564,0.376,0.753,1.317,0.753
Spain,1962,15.0,8.84,12.41,5.0,7.474,8.81,5.87,11.75,20.56,11.75,1.121,0.661,0.928,0.374,0.658,0.439,0.878,1.537,0.878
Spain,1963,15.0,8.84,12.41,5.0,8.834,8.81,5.87,11.75,20.56,11.75,1.325,0.781,1.096,0.442,0.778,0.519,1.038,1.816,1.038
Spain,1964,15.0,8.84,12.41,5.0,9.885,8.81,5.87,11.75,20.56,11.75,1.483,0.874,1.227,0.494,0.871,0.58,1.161,2.032,1.161
Spain,1965,15.0,8.84,12.41,5.0,11.466,8.81,5.87,11.75,20.56,11.75,1.72,1.014,1.423,0.573,1.01,0.673,1.347,2.357,1.347
Spain,1966,15.0,8.84,12.41,5.0,13.302,8.81,5.87,11.75,20.56,11.75,1.995,1.176,1.651,0.665,1.172,0.781,1.563,2.735,1.563
Spain,1967,15.0,8.84,12.41,5.0,14.657,8.81,5.87,11.75,20.56,11.75,2.199,1.296,1.819,0.733,1.291,0.86,1.722,3.013,1.722
Spain,1968,15.0,8.84,12.41,5.0,14.577,8.81,5.87,11.75,20.56,11.75,2.187,1.289,1.809,0.729,1.284,0.856,1.713,2.997,1.713
Spain,1969,15.0,8.84,12.41,5.0,16.691,8.81,5.87,11.75,20.56,11.75,2.504,1.475,2.071,0.835,1.47,0.98,1.961,3.432,1.961
Spain,1970,15.0,8.84,12.41,5.0,18.434,8.81,5.87,11.75,20.56,11.75,2.765,1.63,2.288,0.922,1.624,1.082,2.166,3.79,2.166
Spain,1971,15.0,8.84,12.41,5.0,20.964,8.81,5.87,11.75,20.56,11.75,3.145,1.853,2.602,1.048,1.847,1.231,2.463,4.31,2.463
Spain,1972,15.0,8.84,12.41,5.0,26.591,8.81,5.87,11.75,20.56,11.75,3.989,2.351,3.3,1.33,2.343,1.561,3.124,5.467,3.124
Spain,1973,15.0,8.84,12.41,5.0,35.363,8.81,5.87,11.75,20.56,11.75,5.304,3.126,4.388,1.768,3.115,2.076,4.155,7.271,4.155
Spain,1974,15.0,8.84,12.41,5.0,43.742,8.81,5.87,11.75,20.56,11.75,6.561,3.867,5.428,2.187,3.854,2.568,5.14,8.993,5.14
Spain,1975,15.0,8.84,12.41,5.0,51.613,8.81,5.87,11.75,20.56,11.75,7.742,4.563,6.405,2.581,4.547,3.03,6.065,10.612,6.065
Spain,1976,15.0,8.84,12.41,5.0,53.29,8.81,5.87,11.75,20.56,11.75,7.994,4.711,6.613,2.665,4.695,3.128,6.262,10.956,6.262
Spain,1977,15.0,8.84,12.41,5.0,59.56,8.81,5.87,11.75,20.56,11.75,8.934,5.265,7.391,2.978,5.247,3.496,6.998,12.245,6.998
Spain,1978,15.0,8.84,12.41,5.0,72.218,8.81,5.87,11.75,20.56,11.75,10.833,6.384,8.962,3.611,6.362,4.239,8.486,14.848,8.486
Spain,1979,15.0,8.84,12.41,5.0,96.502,8.81,5.87,11.75,20.56,11.75,14.475,8.531,11.976,4.825,8.502,5.665,11.339,19.841,11.339
Spain,1980,15.0,8.84,12.41,5.0,104.67,8.81,5.87,11.75,20.56,11.75,15.701,9.253,12.99,5.234,9.221,6.144,12.299,21.52,12.299
Spain,1981,15.0,8.84,12.41,5.0,91.198,8.81,5.87,11.75,20.56,11.75,13.68,8.062,11.318,4.56,8.035,5.353,10.716,18.75,10.716
Spain,1982,15.0,8.84,12.41,5.0,88.136,8.81,5.87,11.75,20.56,11.75,13.22,7.791,10.938,4.407,7.765,5.174,10.356,18.121,10.356
Spain,1983,15.0,8.84,12.41,5.0,76.873,8.81,5.87,11.75,20.56,11.75,11.531,6.796,9.54,3.844,6.773,4.512,9.033,15.805,9.033
Spain,1984,15.0,8.84,12.41,5.0,77.391,8.81,5.87,11.75,20.56,11.75,11.609,6.841,9.604,3.87,6.818,4.543,9.093,15.912,9.093
Spain,1985,15.0,8.84,12.41,5.0,81.299,8.81,5.87,11.75,20.56,11.75,12.195,7.187,10.089,4.065,7.162,4.772,9.553,16.715,9.553
Spain,1986,15.0,8.84,12.41,5.0,113.014,8.81,5.87,11.75,20.56,11.75,16.952,9.99,14.025,5.651,9.957,6.634,13.279,23.236,13.279
Spain,1987,15.0,8.84,12.41,5.0,143.334,8.81,5.87,11.75,20.56,11.75,21.5,12.671,17.788,7.167,12.628,8.414,16.842,29.469,16.842
Spain,1988,15.0,9.64,12.41,5.0,169.151,8.69,5.79,11.59,20.28,11.59,25.373,16.306,20.992,8.458,14.699,9.794,19.605,34.304,19.605
Spain,1989,15.0,10.34,12.41,5.0,186.507,8.59,5.72,11.45,20.04,11.45,27.976,19.285,23.146,9.325,16.021,10.668,21.355,37.376,21.355
Spain,1990,15.0,10.14,12.41,5.0,241.279,8.62,5.74,11.49,20.11,11.49,36.192,24.466,29.943,12.064,20.798,13.849,27.723,48.521,27.723
Spain,1991,15.0,10.03,12.41,5.0,259.539,8.63,5.76,11.51,20.15,11.51,38.931,26.032,32.209,12.977,22.398,14.949,29.873,52.297,29.873
Spain,1992,15.0,9.73,12.41,5.0,283.709,8.68,5.79,11.57,20.25,11.57,42.556,27.605,35.208,14.185,24.626,16.427,32.825,57.451,32.825
Spain,1993,15.0,10.05,12.41,5.0,236.115,8.63,5.75,11.51,20.14,11.51,35.417,23.73,29.302,11.806,20.377,13.577,27.177,47.554,27.177
Spain,1994,15.0,10.27,12.41,5.0,238.583,8.6,5.73,11.46,20.06,11.46,35.787,24.502,29.608,11.929,20.518,13.671,27.342,47.86,27.342
Spain,1995,15.0,10.66,12.41,5.0,276.377,8.54,5.69,11.39,19.93,11.39,41.456,29.462,34.298,13.819,23.603,15.726,31.479,55.082,31.479
Spain,1996,15.0,10.74,12.41,5.0,289.013,8.53,5.69,11.37,19.9,11.37,43.352,31.04,35.867,14.451,24.653,16.445,32.861,57.514,32.861
Spain,1997,15.0,10.47,12.41,5.0,265.383,8.57,5.71,11.42,19.99,11.42,39.807,27.786,32.934,13.269,22.743,15.153,30.307,53.05,30.307
Spain,1998,15.0,10.47,12.41,5.0,278.429,8.57,5.71,11.42,19.99,11.42,41.764,29.152,34.553,13.921,23.861,15.898,31.797,55.658,31.797
Spain,1999,15.0,10.67,12.41,5.0,285.478,8.54,5.69,11.38,19.92,11.38,42.822,30.46,35.428,14.274,24.38,16.244,32.487,56.867,32.487
Spain,2000,15.0,10.65,12.41,5.0,269.146,8.54,5.69,11.39,19.93,11.39,40.372,28.664,33.401,13.457,22.985,15.314,30.656,53.641,30.656
Spain,2001,15.0,10.7,12.52,5.0,282.509,8.52,5.68,11.36,19.87,11.36,42.376,30.229,35.37,14.125,24.07,16.047,32.093,56.135,32.093
Spain,2002,15.0,10.7,12.51,5.0,319.022,8.52,5.68,11.36,19.88,11.36,47.853,34.135,39.91,15.951,27.181,18.12,36.241,63.422,36.241
Spain,2003,15.0,10.88,14.02,5.0,408.583,8.27,5.51,11.02,19.29,11.02,61.288,44.454,57.283,20.429,33.79,22.513,45.026,78.816,45.026
Spain,2004,15.0,10.71,14.05,5.0,481.423,8.29,5.52,11.05,19.33,11.05,72.213,51.56,67.64,24.071,39.91,26.575,53.197,93.059,53.197
Spain,2005,15.0,10.77,14.4,5.0,519.6,8.22,5.48,10.97,19.19,10.97,77.94,55.961,74.822,25.98,42.711,28.474,57.0,99.711,57.0
Spain,2006,15.0,10.89,14.69,5.0,567.831,8.16,5.44,10.88,19.05,10.88,85.175,61.837,83.414,28.392,46.335,30.89,61.78,108.172,61.78
Spain,2007,15.0,10.84,14.59,5.0,664.536,8.19,5.46,10.92,19.1,10.92,99.68,72.036,96.956,33.227,54.425,36.284,72.567,126.926,72.567
Spain,2008,15.0,10.93,14.82,5.0,736.252,8.14,5.43,10.85,18.99,10.85,110.438,80.472,109.113,36.813,59.931,39.978,79.883,139.814,79.883
Spain,2009,15.0,10.62,14.79,5.0,673.464,8.19,5.46,10.92,19.1,10.92,101.02,71.522,99.605,33.673,55.157,36.771,73.542,128.632,73.542
Spain,2010,15.0,10.55,14.75,5.0,642.595,8.21,5.47,10.94,19.15,10.94,96.389,67.794,94.783,32.13,52.757,35.15,70.3,123.057,70.3
Spain,2011,15.0,10.27,14.6,5.0,669.406,8.27,5.51,11.03,19.3,11.03,100.411,68.748,97.733,33.47,55.36,36.884,73.835,129.195,73.835
Spain,2012,15.0,9.06,13.35,5.0,598.948,8.64,5.76,11.52,20.16,11.52,89.842,54.265,79.96,29.947,51.749,34.499,68.999,120.748,68.999
Spain,2013,15.0,9.38,13.88,5.0,612.984,8.51,5.67,11.35,19.86,11.35,91.948,57.498,85.082,30.649,52.165,34.756,69.574,121.739,69.574
Spain,2014,15.0,9.49,14.09,5.0,621.11,8.46,5.64,11.28,19.75,11.28,93.167,58.943,87.514,31.056,52.546,35.031,70.061,122.669,70.061
Spain,2015,15.0,9.73,14.77,5.0,542.774,8.33,5.55,11.1,19.43,11.1,81.416,52.812,80.168,27.139,45.213,30.124,60.248,105.461,60.248
Spain,2016,15.0,9.95,15.1,5.0,559.357,8.24,5.5,10.99,19.23,10.99,83.904,55.656,84.463,27.968,46.091,30.765,61.473,107.564,61.473
Spain,2017,15.0,10.18,15.28,5.0,594.789,8.18,5.45,10.91,19.09,10.91,89.218,60.55,90.884,29.739,48.654,32.416,64.892,113.545,64.892
Spain,2018,15.0,10.0,15.12,5.0,644.239,8.23,5.49,10.98,19.21,10.98,96.636,64.424,97.409,32.212,53.021,35.369,70.737,123.758,70.737
Spain,2019,15.0,10.0,15.23,5.0,631.573,8.21,5.48,10.95,19.17,10.95,94.736,63.157,96.189,31.579,51.852,34.61,69.157,121.073,69.157
Spain,2020,15.0,9.43,15.15,5.0,580.403,8.31,5.54,11.08,19.4,11.08,87.06,54.732,87.931,29.02,48.231,32.154,64.309,112.598,64.309
Spain,2021,15.0,9.72,15.18,5.0,657.56,8.26,5.51,11.02,19.28,11.02,98.634,63.915,99.818,32.878,54.314,36.232,72.463,126.778,72.463
Spain,2022,15.0,9.88,15.2,5.0,651.983,8.24,5.49,10.98,19.22,10.98,97.797,64.416,99.101,32.599,53.723,35.794,71.588,125.311,71.588
Spain,2023,15.0,9.88,14.85,5.0,728.767,8.29,5.53,11.06,19.35,11.06,109.315,72.002,108.222,36.438,60.415,40.301,80.602,141.016,80.602
Spain,2024,15.0,9.88,14.85,5.0,776.552,8.29,5.53,11.06,19.35,11.06,116.483,76.723,115.318,38.828,64.376,42.943,85.887,150.263,85.887
Spain,2025,15.0,9.88,14.85,5.0,857.904,8.29,5.53,11.06,19.35,11.06,128.686,84.761,127.399,42.895,71.12,47.442,94.884,166.004,94.884
Spain,2026,15.0,9.88,14.85,5.0,887.931,8.29,5.53,11.06,19.35,11.06,133.19,87.728,131.858,44.397,73.609,49.103,98.205,171.815,98.205
Sweden,1946,4.0,9.8,11.8,3.71,2.623,10.6,7.07,14.14,24.74,14.14,0.105,0.257,0.309,0.097,0.278,0.185,0.371,0.649,0.371
Sweden,1947,4.0,9.8,11.8,3.71,2.754,10.6,7.07,14.14,24.74,14.14,0.11,0.27,0.325,0.102,0.292,0.195,0.389,0.681,0.389
Sweden,1948,4.0,9.8,11.8,3.71,2.892,10.6,7.07,14.14,24.74,14.14,0.116,0.283,0.341,0.107,0.307,0.204,0.409,0.715,0.409
Sweden,1949,4.0,9.8,11.8,3.71,3.036,10.6,7.07,14.14,24.74,14.14,0.121,0.298,0.358,0.113,0.322,0.215,0.429,0.751,0.429
Sweden,1950,4.0,9.8,11.8,3.71,3.188,10.6,7.07,14.14,24.74,14.14,0.128,0.312,0.376,0.118,0.338,0.225,0.451,0.789,0.451
Sweden,1951,4.0,9.8,11.8,3.71,3.347,10.6,7.07,14.14,24.74,14.14,0.134,0.328,0.395,0.124,0.355,0.237,0.473,0.828,0.473
Sweden,1952,4.0,9.8,11.8,3.71,3.515,10.6,7.07,14.14,24.74,14.14,0.141,0.344,0.415,0.13,0.373,0.248,0.497,0.87,0.497
Sweden,1953,4.0,9.8,11.8,3.71,3.69,10.6,7.07,14.14,24.74,14.14,0.148,0.362,0.435,0.137,0.391,0.261,0.522,0.913,0.522
Sweden,1954,4.0,9.8,11.8,3.71,3.875,10.6,7.07,14.14,24.74,14.14,0.155,0.38,0.457,0.144,0.411,0.274,0.548,0.959,0.548
Sweden,1955,4.0,9.8,11.8,3.71,4.069,10.6,7.07,14.14,24.74,14.14,0.163,0.399,0.48,0.151,0.431,0.288,0.575,1.007,0.575
Sweden,1956,4.0,9.8,11.8,3.71,4.272,10.6,7.07,14.14,24.74,14.14,0.171,0.419,0.504,0.158,0.453,0.302,0.604,1.057,0.604
Sweden,1957,4.0,9.8,11.8,3.71,4.486,10.6,7.07,14.14,24.74,14.14,0.179,0.44,0.529,0.166,0.475,0.317,0.634,1.11,0.634
Sweden,1958,4.0,9.8,11.8,3.71,4.71,10.6,7.07,14.14,24.74,14.14,0.188,0.462,0.556,0.175,0.499,0.333,0.666,1.165,0.666
Sweden,1959,4.0,9.8,11.8,3.71,4.945,10.6,7.07,14.14,24.74,14.14,0.198,0.485,0.584,0.183,0.524,0.35,0.699,1.224,0.699
Sweden,1960,4.0,9.8,11.8,3.71,5.193,10.6,7.07,14.14,24.74,14.14,0.208,0.509,0.613,0.193,0.55,0.367,0.734,1.285,0.734
Sweden,1961,4.0,9.8,11.8,3.71,5.649,10.6,7.07,14.14,24.74,14.14,0.226,0.554,0.667,0.21,0.599,0.399,0.799,1.398,0.799
Sweden,1962,4.0,9.8,11.8,3.71,6.126,10.6,7.07,14.14,24.74,14.14,0.245,0.6,0.723,0.227,0.649,0.433,0.866,1.516,0.866
Sweden,1963,4.0,9.8,11.8,3.71,6.631,10.6,7.07,14.14,24.74,14.14,0.265,0.65,0.782,0.246,0.703,0.469,0.938,1.64,0.938
Sweden,1964,4.0,9.8,11.8,3.71,7.395,10.6,7.07,14.14,24.74,14.14,0.296,0.725,0.873,0.274,0.784,0.523,1.046,1.829,1.046
Sweden,1965,4.0,9.8,11.8,3.71,8.138,10.6,7.07,14.14,24.74,14.14,0.326,0.797,0.96,0.302,0.863,0.575,1.151,2.013,1.151
Sweden,1966,4.0,9.8,11.8,3.71,8.852,10.6,7.07,14.14,24.74,14.14,0.354,0.867,1.044,0.328,0.938,0.626,1.252,2.19,1.252
Sweden,1967,4.0,9.8,11.8,3.71,9.608,10.6,7.07,14.14,24.74,14.14,0.384,0.942,1.134,0.356,1.018,0.679,1.359,2.377,1.359
Sweden,1968,4.0,9.8,11.8,3.71,10.196,10.6,7.07,14.14,24.74,14.14,0.408,0.999,1.203,0.378,1.081,0.721,1.442,2.522,1.442
Sweden,1969,4.0,9.8,11.8,3.71,11.072,10.6,7.07,14.14,24.74,14.14,0.443,1.085,1.307,0.411,1.174,0.783,1.566,2.739,1.566
Sweden,1970,4.0,9.8,11.8,3.71,12.399,10.6,7.07,14.14,24.74,14.14,0.496,1.215,1.463,0.46,1.314,0.877,1.753,3.068,1.753
Sweden,1971,4.0,9.8,11.8,3.71,13.53,10.6,7.07,14.14,24.74,14.14,0.541,1.326,1.597,0.502,1.434,0.957,1.913,3.347,1.913
Sweden,1972,4.0,9.8,11.8,3.71,15.935,10.6,7.07,14.14,24.74,14.14,0.637,1.562,1.88,0.591,1.689,1.127,2.253,3.942,2.253
Sweden,1973,4.0,9.8,11.8,3.85,19.287,10.58,7.06,14.11,24.69,14.11,0.771,1.89,2.276,0.743,2.041,1.362,2.721,4.762,2.721
Sweden,1974,4.0,9.8,11.8,3.81,22.572,10.59,7.06,14.12,24.71,14.12,0.903,2.212,2.663,0.86,2.39,1.594,3.187,5.578,3.187
Sweden,1975,4.0,9.8,11.8,4.43,28.757,10.5,7.0,13.99,24.49,13.99,1.15,2.818,3.393,1.274,3.019,2.013,4.023,7.043,4.023
Sweden,1976,4.0,9.8,11.8,3.98,33.687,10.56,7.04,14.08,24.65,14.08,1.347,3.301,3.975,1.341,3.557,2.372,4.743,8.304,4.743
Sweden,1977,4.0,9.8,11.8,4.31,39.703,10.51,7.01,14.02,24.53,14.02,1.588,3.891,4.685,1.711,4.173,2.783,5.566,9.739,5.566
Sweden,1978,4.0,9.8,11.8,4.6,47.103,10.47,6.98,13.96,24.43,13.96,1.884,4.616,5.558,2.167,4.932,3.288,6.576,11.507,6.576
Sweden,1979,4.0,9.8,11.8,4.97,58.436,10.41,6.94,13.89,24.3,13.89,2.337,5.727,6.895,2.904,6.083,4.055,8.117,14.2,8.117
Sweden,1980,4.0,9.8,11.8,7.17,67.71,10.08,6.72,13.45,23.53,13.45,2.708,6.636,7.99,4.855,6.825,4.55,9.107,15.932,9.107
Sweden,1981,4.0,10.14,11.8,9.93,66.848,9.62,6.41,12.83,22.45,12.83,2.674,6.778,7.888,6.638,6.431,4.285,8.577,15.007,8.577
Sweden,1982,4.0,8.29,11.8,10.4,60.036,9.83,6.55,13.1,22.93,13.1,2.401,4.977,7.084,6.244,5.902,3.932,7.865,13.766,7.865
Sweden,1983,4.0,8.29,11.8,15.39,57.783,9.08,6.05,12.1,21.18,12.1,2.311,4.79,6.818,8.893,5.247,3.496,6.992,12.238,6.992
